asin,brand,description,listPrice/currency,listPrice/value,price,price/currency,price/value,reviewsCount,stars,thumbnailImage,title,url
B0C2D2GPWJ,Tabelito,"Decent BACKPACK: The Tabelito Backpack / Daypack is made of HIGH QUALITY Anti Scratch Fabric with a sturdy zipper design, making it incredibly sturdy, tear-resistant, and capable of protecting your items from dust, rain, and filth. Even more robust and long-lasting are the strong buckle and zipper. LARGE CAPACITY & MULTI COMPARTMENTS & LIGHT WEIGHT: The backpack has three compartments. There is ample storage for clothes, books, a lunchbox, daily needs, and tech equipment accessories in the separate laptop compartment that fits a 15.6-inch laptop as well as a 15-inch, 14-inch, and 13-inch or Mac book. The middle compartment has enough capacity for a laptop charger, an iPad, a tablet, a smartphone, a document file, and other necessary accessories. There are two small elastic mesh side pockets for water bottles and a front compartment with zipper pockets for easy access items like a mask, wallet, metro card, and wallet. Make your goods more accessible and organised. HIGH QUALITY MATERIAL: The metal zippers on our backpack are made of high-quality, water-resistant Polyester fabric. Lightweight and strong build guarantee daily use that is safe and durable. Perfect for shopping, office work, business travel, weekend trips, and other outdoor activities. It is also the ideal backpack for teens, boys, girls, adults, and other genders.",₹,1249,,₹,399,79,4.3,https://m.media-amazon.com/images/I/31WRmYPnABL._SX342_SY445_.jpg,"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",https://www.amazon.in/dp/B0C2D2GPWJ
B083M1QK32,HAMMONDS FLYCATCHER,,₹,9999,,₹,5255,566,4.4,https://m.media-amazon.com/images/I/51VcOc3UseL._SY300_SX300_.jpg,HAMMONDS FLYCATCHER Laptop Bag for Men - Genuine Leather Messenger Shoulder Bag - Fits 14/15.6/16 Inch Laptops - Brown Office Bag - Multiple Pockets -Water Resistant -Executive Bag for Work and Travel,https://www.amazon.in/dp/B083M1QK32
B08BCP78YF,DZert,"DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.A small bag is ideal for small kids as they can be able to use this bag forSchool OutdoorsTravelling BagCarry BagPicnic BagChildren organize all your essentials for the trip or for any activity. Adjustable strap and enough space to carry things like,SnacksToysLunchboxFruitsSmall booksPencil boxStationery itemsAge Group Suitable for 2 to 5 Years KidsGift this soft, smooth bag/ backpack to your loved one..",₹,299,,₹,249,971,3.7,https://m.media-amazon.com/images/I/41C7yGX-J+L._SX342_SY445_.jpg,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),https://www.amazon.in/dp/B08BCP78YF
B09RK6NCGC,Trajectory,,₹,2500,,₹,1399,451,4.2,https://m.media-amazon.com/images/I/51Pkh30DamL._SY300_SX300_.jpg,Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men,https://www.amazon.in/dp/B09RK6NCGC
B07WSBV3BN,DZert,,₹,1099,,₹,249,11873,3.7,https://m.media-amazon.com/images/I/41MRE1wXQ8L._SX342_SY445_.jpg,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),https://www.amazon.in/dp/B07WSBV3BN
B0B6FNB898,Brand: ah arctic hunter,,₹,6999,,₹,3514,77,4.4,https://m.media-amazon.com/images/I/41Hu1qJdYeL._SX342_SY445_.jpg,Arctic Hunter Laptop Bag Expandable Backpack for 16 inch Lapotp 40L Travel Backpack Water-resistant Business School Backpack with USB Port for Men and Women,https://www.amazon.in/dp/B0B6FNB898
B0B69M182Q,uppercase,,₹,2100,,₹,1600,479,4.1,https://m.media-amazon.com/images/I/314Hx56SyaL._SX342_SY445_.jpg,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/dp/B0B69M182Q
B097JJXL9K,Safari,Our high quality durable products sets our Duffel Bags apart. This travel bag is surely one of the most stylish and trendy looking duffels you can get your hands on. This bag offers a massive 40 litre of storage. This multi purpose bag comes with a front pocket which helps you to organise your stuff in a systematic way. Our product is great as a carry-on companion with extendable handle and double compartment to make travel easy and comfortable for you.,₹,3405,,₹,1299,359,3.9,https://m.media-amazon.com/images/I/31-ikZHTnnL._SX342_SY445_.jpg,Safari Arc Polyester Duffle Bags for Travel 55 cm 2 Wheel Luggage (Red),https://www.amazon.in/dp/B097JJXL9K
B07F2H25NP,AUXTER,,₹,999,,₹,429,9206,4.3,https://m.media-amazon.com/images/I/41GZ37UikZL._SX342_SY445_.jpg,AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE__0521_Black),https://www.amazon.in/dp/B07F2H25NP
B09ZV9SLBJ,Skybags,"Ideal for a working professional travelling to work by bus, train, ola/uber/cab etc. Laptop compatibility & professional looking backpack",₹,3300,,₹,1009,54,3.8,https://m.media-amazon.com/images/I/41yw-Qy6TGL._SX342_SY445_.jpg,Skybags Unisex Grey Jacqard 34L Laptop Bags,https://www.amazon.in/dp/B09ZV9SLBJ
B0BS6QQZYN,Brand: NORTH ZONE,"Care Instructions: Do not expose to extreme heat The Hype 1 Casual Backpack from Northzone Sport features an elegant look and feel. It is a perfect every day carry for speedy city commutes, college or school. Keeping it unique and stylish, this Northzone backpack features a versatile shaded design with the Northzone logo print on the face of the bag. Sturdy, spacious and elegant are the spirit of this backpack. Plenty of Space & Pockets: This college bags for girls and boys features two spacious compartments that can each fit book, iPad, A4 size files, lunch box, light clothes, school supplies & accessories. It also features a zip compartment with multiple organizer pockets for keys, pens, pencils, cell phone, power bank, etc. The twin mesh pockets on each side helps pack in a water bottle and a compact umbrella. Lightweight & Sturdy: This school bags for girls and boys features a multi ventilated 10mm robust mesh padding that provides maximum back support. The straps are breathable, padded and adjustable that helps to relieve the stress on your shoulder. The top of the backpack features a webbing loop top handle that helps in carrying the backpack with ease. External Dimension: Length – 33cm, Width – 21cm, Height – 49cm, Weight – 1,000 grams. Capacity – 34 litres. Laptop Compatibility – yes",₹,1599,,₹,569,427,4,https://m.media-amazon.com/images/I/41wD7-HxLCL._SX342_SY445_.jpg,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,https://www.amazon.in/dp/B0BS6QQZYN
B098QFF5TJ,Brand: Wesley,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,₹,2999,,₹,749,1455,4.1,https://m.media-amazon.com/images/I/41oaJZUCi-S._SY445_SX342_.jpg,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,https://www.amazon.in/dp/B098QFF5TJ
B0BWNBQXDZ,uppercase,,₹,2400,,₹,1800,58,4.3,https://m.media-amazon.com/images/I/31Fx5uhyuZL._SX342_SY445_.jpg,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/dp/B0BWNBQXDZ
B019HA8JJW,Gear,"Intuitively crafted at the Gear design studio to balance comfort, style, endurance and functionality.",₹,998,,₹,386,4228,4.5,https://m.media-amazon.com/images/I/317YsCYS9pS._SY445_SX342_.jpg,Gear Solid 22 Cms Cosmetic Pouch (Black),https://www.amazon.in/dp/B019HA8JJW
B09139DYF1,AURION,"【LARGE CAPACITY】Our gym bag has a 20-35L space to hold your gym essentials. The travel bag has one front pocket store your wallet or phone. Size: 19.4""x9.8""x9.8"". 【WATERPROF】The sport bag is made of fabric, is water resistant and durable. 【FEATHER】Foldable, Lightweight, Water-resistant, Long-lasting durability. This gym barrel bag comes with 2 handle straps and 1 adjustable shoulder strap, it means you can carry it as a handbag, shoulder bag and cross-body bag. 【MULTIFUNCTION】Perfect for sports, travel, workout, hiking, camping, shopping or just as an sports duffel bags for kids & adults. Ideal for women or girls to use and great for gift. 【Good Service】Try our product for 30 days, if you have any questions about the product, please contact us, we will try out best to help you.",₹,399,,₹,349,1073,4,https://m.media-amazon.com/images/I/41IFh5dMbvL._SX300_SY300_.jpg,"Aurion Vista Polyester Sports Gym Duffle Bag with Wet Pocket and Shoe Compartment - 1Pc (Blue, 24 Cms) | Lightweight Duffle Bags | Travel Duffel Backpack for Men and Women | Camping | Swimming | Yoga",https://www.amazon.in/dp/B09139DYF1
B0C5T4Y3FL,RIONTO,,₹,2199,,₹,949,37,4.9,https://m.media-amazon.com/images/I/41dmEYedoJL._SY395_SX395_.jpg,"RIONTO Messenger Bag - Laptop Bag for Men, Expandable Office Bag for Men | PU Leather Office Bag for Work, Travel and Everyday Use | Supports Laptop Upto 15.6 inches",https://www.amazon.in/dp/B0C5T4Y3FL
B0855F8174,Bagneeds,,₹,1899,,₹,749,4424,4.1,https://m.media-amazon.com/images/I/51vRh-TCCmS._SY395_SX395_.jpg,Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men,https://www.amazon.in/dp/B0855F8174
B09HX54TGF,COSMUS,,₹,2669,,₹,1261,1406,4.2,https://m.media-amazon.com/images/I/31UB9a9XbmL._SX300_SY300_QL70_FMwebp_.jpg,COSMUS Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Maroon College Bag,https://www.amazon.in/dp/B09HX54TGF
B0B2WBJ2H8,ADISA,,₹,1499,,₹,378,123,3.8,https://m.media-amazon.com/images/I/31SfVQ+CIXL._SX395_SY395_.jpg,ADISA Women's Girls Party Sling Bag Crossbody,https://www.amazon.in/dp/B0B2WBJ2H8
B0BX9SVT1D,Brand: STRABO,"Strabo Cooper is a classy Laptop Backpack, ergonomically designed for all ages, genders and purposes which houses everything in one large compartments & one exterior pocket.This backpack is especially designed for today's fast paced world,where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips.",₹,799,,₹,699,40,4.3,https://m.media-amazon.com/images/I/41PJgwGVnHL._SX342_SY445_.jpg,"STRABO Cooper for Boys Girls Stylish Men and Women Casual 15"" inch 25L CANVAS Laptop BACKPACK | Office, College, Travel Bag",https://www.amazon.in/dp/B0BX9SVT1D
B07N19CXKM,Brand: American Tourister,"The fashion conscious and on-trend American Tourister patron prefers to step-out in style no matter the occasion. Be it a trip to the gym, an overnighter or a vacation – we have a design to suit every need. Like all products from the brand, our duffel bags meet the highest quality standards for which American Tourister is known. This attention to detail is reflected in the positive feedback from our customers in 100+ countries. Made from premium dobby double dot fabric, this durable duffle offers reliability that stands up to the wear and tear of travel. The duffel bag’s lightweight design makes it a perfect companion for all your gym needs or even as a carry-on during a weekend getaway! Designed for unisex use, this bag is a good substitute for a suitcase – minus the weight and bulkiness. The main compartment offers a wide u-shaped opening for absolute hassle-free packing. There is also a spacious front quick access pocket to store a hand towel, an extra t-shirt or anything else you might need on the go. The detachable shoulder strap may also be adjusted to suit the height and stature of the person holding it. Additionally, the bag is equipped with twin grab handles to alternate carrying with the shoulder strap. Number of Compartments: 1",₹,4800,,₹,1999,1264,4.2,https://m.media-amazon.com/images/I/41VilOYTy5L._SY300_SX300_.jpg,American Tourister Ohio Polyester 65 Cms Wheel Travel Duffle Bag (Blue),https://www.amazon.in/dp/B07N19CXKM
B06XD713N9,Brand: Wildcraft,3 Compartment Backpack Capacity:35L Side Fabric Pocket For Water Bottle Sleeve Seperator To Keep Things Organised Basic Organiser To Store Small Accessories And Stationery Padded Back System For Better Back Support And Enhanced Comfort And Ease Of Carrying Padded Shoulder Straps For Comfort And Ease Of Carrying Haul Loop To Easily Grab Your Pack Webbing Gear Loops On The Front Of The Backpack To Hold Accessories.,₹,1999,,₹,1785,1675,4.4,https://m.media-amazon.com/images/I/51b+gYCZXtL._SY300_SX300_.jpg,Wildcraft Polyester 35 Ltrs Black and Mel Backpack (WC 5 Dare),https://www.amazon.in/dp/B06XD713N9
B08GY2ZN96,Gear,All Gear bag are manufactured from our self owned factories with specially trained manpower to ensure consistency in quality amd refined craftsmanship.,₹,899,,₹,378,300,3.9,https://m.media-amazon.com/images/I/31rGmEjDS+L._SY445_SX342_.jpg,Gear Superior 16LWater Resistant School Bag//Backpack/College Bag for Men/Women - Black,https://www.amazon.in/dp/B08GY2ZN96
B09TPHFMX7,SHALIMAR,,,,,₹,284,440,4.1,https://m.media-amazon.com/images/I/31U-YHg+SzL._SX300_SY300_.jpg,"SHALIMAR large capacity Travel bag / Storage bag / Move-in bags/ Duffel Bag - Strong, Durable , Foldable and Water Resistant ( Pack of 1 ) ( Blue )",https://www.amazon.in/dp/B09TPHFMX7
B0BR149RMT,Half Moon,"Introducing the ultimate laptop backpack designed for maximum safety and comfort. Made with durable, water-resistant materials, this backpack keeps your laptop protected from the elements and accidental spills. The padded laptop compartment fits most laptops up to 17 inches, and is specially designed with shock-absorbing foam to keep your device secure and safe from bumps and drops. The backpack also features padded shoulder straps and a padded back panel for added comfort during long commutes or trips. The adjustable shoulder strap helps to distribute the weight evenly across your body, reducing strain on your shoulders and back. In addition to the laptop compartment, the backpack has plenty of room for all of your other essentials, including books, documents, and personal items. The organizer pockets and key clip keep your items organized and easily accessible. Whether you're commuting to work or hitting the trails, this laptop backpack is the perfect choice for keeping your device safe and secure, while also providing maximum comfort on the go. So, it is an ideal choice for people who are looking for a laptop backpack that is both safe and comfortable.",₹,1799,,₹,699,75,3.6,https://m.media-amazon.com/images/I/31vLgcTXBTL._SY445_SX342_.jpg,Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Sky Blue),https://www.amazon.in/dp/B0BR149RMT
B081RLHHCY,ASUS,,₹,2990,,₹,1499,952,4.3,https://m.media-amazon.com/images/I/31chPSgaAYL._SX300_SY300_QL70_FMwebp_.jpg,Asus ROG BP1501 39.62 cm (15.6-inch) Gaming Laptop Backpack (Black),https://www.amazon.in/dp/B081RLHHCY
B082PKX18C,Artistix,"Business Casual Charging Pack. USB CHARGING, GUARD AGAINST THEFT, WATER REPELLENT FABRIC. For Business travel. Structure: Laptop / Ipad Pocket / Phone / Document / Camera / Zipper Pockets.... Capacity: 15.6 Inches Laptop / I pad / Clothes / water bottle/ Umbrella / Cosmetic. No of Compartment : 1",₹,1999,,₹,999,3441,4.3,https://m.media-amazon.com/images/I/31KEVgspKlL._SX342_SY445_.jpg,"Artistix Talon Anti Theft Design Laptop Backpack, With USB Charging Port (46 Cm, 25L,Black)",https://www.amazon.in/dp/B082PKX18C
B07NJRPJ6Q,Brand: Wesley,,₹,1199,,₹,448,12998,4.3,https://m.media-amazon.com/images/I/41vFBlJN28L._SX300_SY300_QL70_FMwebp_.jpg,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),https://www.amazon.in/dp/B07NJRPJ6Q
B088XH1BP7,Brand: MI,,₹,499,,₹,249,9320,4.1,https://m.media-amazon.com/images/I/31DbffnG2RL._SX300_SY300_QL70_FMwebp_.jpg,"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)",https://www.amazon.in/dp/B088XH1BP7
B088LHS5LP,GOTRIPPIN,,₹,1399,,₹,999,2125,4.5,https://m.media-amazon.com/images/I/41DDDqMmF8L._SY300_SX300_.jpg,"GoTrippin Waist Bags for Men Women- Premium Stitching, Branded Zippers, Waterproof pocket, RFID safe- Large Fanny pack for Hiking Travel Camping Running Sports Outdoors, Money Belt with Adjustable Strap (Polyester,Black)",https://www.amazon.in/dp/B088LHS5LP
B0C957FDH6,Brand: KIM BAG HOUSE,"Introducing the Kim Bag House 34 Ltrs H-P Bags Casual Waterproof Laptop Bag/Backpack, the perfect companion for men, women, boys, girls, office-goers, school and college students, and teens. This versatile backpack offers a combination of style, functionality, and durability, making it an essential accessory for your everyday adventures.With a spacious capacity of 34 liters, this bag provides ample room to carry your laptop, books, notebooks, and other essentials with ease. The dedicated laptop compartment can accommodate laptops up to a certain size, ensuring the safety and protection of your valuable device. The bag also features multiple pockets and compartments, allowing you to organize your belongings efficiently and access them conveniently whenever you need them.Constructed from high-quality materials, this backpack is built to withstand daily wear and tear. The waterproof feature adds an extra layer of protection, keeping your belongings safe and dry even during unexpected weather conditions. The sturdy zippers ensure smooth and reliable functionality, ensuring easy access to your belongings without any hassle.Designed with comfort in mind, the Kim Bag House Laptop Backpack features padded shoulder straps and a breathable back panel. This ergonomic design helps to distribute the weight evenly across your shoulders and back, reducing strain and discomfort, even during long hours of wear. The adjustable straps allow you to customize the fit according to your preference.Whether you're heading to the office, school, college, or embarking on a weekend trip, this versatile backpack is designed to meet all your needs. Its sleek and modern design is suitable for both formal and casual settings, making it a perfect choice for various occasions. The unisex design appeals to men, women, boys, and girls alike, ensuring its universal appeal.",₹,999,,₹,349,1,5,https://m.media-amazon.com/images/I/41OUUuFr1HL._SX342_SY445_QL70_FMwebp_.jpg,KIM BAG HOUSE 34 Ltrs H-P Bags Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students,https://www.amazon.in/dp/B0C957FDH6
B09GG53CSL,Half Moon,"Half Moon backpack is designed to be used everywhere you can use it as:- college bag(as it has numerous pockets inside), school bag(there is very large space inside the bag that can be used to carry numerous books), travel backpack(the volume of this backpack is 35 litres and that is enough for travelling), laptop bag(as it contains a laptop sleeve). It is navy in colour so that it will not become dirty easily it has padded straps to make it easy to carry. It is fully waterproof to protect your laptop, books etc from water and rain. The material used in this bag is dust-free so, that it can produce your backpack from dust. It has a rain cover which is very useful in the rainy season to protect your backpack from rain. It can be used everywhere as well as by everyone be it menं , womenं , boys and girls.",₹,1799,,₹,699,1330,3.9,https://m.media-amazon.com/images/I/51X-UVpociL._SX342_SY445_.jpg,Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),https://www.amazon.in/dp/B09GG53CSL
B09TDL9FJ8,Brand: Impulse,,₹,3700,,₹,1066,318,4,https://m.media-amazon.com/images/I/41judmmMwLL._SX342_SY445_.jpg,Impulse rucksack bags 60 litres travel bag for men tourist bag for travel backpack for hiking trekking Bag for men camping thames blue bag with 1 Year Warranty,https://www.amazon.in/dp/B09TDL9FJ8
B0C7WKWTZJ,Brand: Meek,"Meek Backpacks feature modern designs that can be as bold or as understated as you want to make them The cases are constructed from durable, high-quality materials designed to provide the utmost protection for a broad range of notebook form factors.This classic unisex backpack is is compatible 17 inch laptop along with Laptop Charger, Official Notebooks, Pen, Hard Drive, Powerbank, Lunch Box, Water Bottle etc.It is very convenient to carry and lightweight with padded shoulderr strap which gives you all day long relax and proper coushning to your shoulder while you carry it.",₹,2499,,₹,999.99,1,5,https://m.media-amazon.com/images/I/31JW49rrePL._SX342_SY445_.jpg,"Meek HP Executive Essential Laptop Bag, 17.5Inch Padded Backpack Lightweight Bag - Grey Black",https://www.amazon.in/dp/B0C7WKWTZJ
B0BRJRVH6D,Martucci,,₹,3499,,₹,809,113,3.6,https://m.media-amazon.com/images/I/41HLrGcJ-+L._SY445_SX342_.jpg,Martucci Jersey 45L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,https://www.amazon.in/dp/B0BRJRVH6D
B0C3ZQBRT3,Tommy Hilfiger,"Enjoy extra peace of mind when it comes to your travel plans with the Tommy Hilfiger soft overnighter. This durable, modern travel case offers secure storage with a spacious, fully-lined interior and multiple zippered pockets for stashing smaller items and valuables. Take off for one night travel light for business with this convenient rolling suitcase. Pack clothing, essentials, and devices neatly and easily, and feel secure as you set off on your next adventure. Featuring four multi-directional double or single spinner wheels, traveling with the Tommy Hilfiger is a smooth, user-friendly experience. With fluid, 360-degree turning capabilities, rushing to catch your flight while being slowed down by cumbersome luggage will be a thing of the past. Turn corners and navigate tight spaces effortlessly with this agile rolling suitcase, and enjoy a stress-free trip. Tommy Hilfiger travel luggage also features a telescopic trolley with a top and side handle and handy push-button mechanism for easy lifting.",₹,9999,,₹,3499,1,5,https://m.media-amazon.com/images/I/31Xe5lV4qTL._SX342_SY445_.jpg,"Tommy Hilfiger Nashville Black Overnighter for Travel - 51Ltrs, 15 Inch Laptop Capacity 4 Wheel Trolley Bag",https://www.amazon.in/dp/B0C3ZQBRT3
B099ZZ57FT,LuvLap,"Baby Breast Milk Storage Bags, BPA Free Disposable Milk Freezer Bags for Breast Feeding (Pack of 25 Bags)",₹,449,,₹,337,693,4.4,https://m.media-amazon.com/images/I/411S4FH4P3L._SX300_SY300_QL70_FMwebp_.jpg,"Luv Lap LuvLap Baby Breast Milk Storage Bags (Pack of 25), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",https://www.amazon.in/dp/B099ZZ57FT
B0BKWRVQX2,Brand: XForce Plaza,"Jimin Suga Jin Taehyung V Jungkook Korean Casual Backpack Daypack Laptop Bag College Bag Book Bag School Bag for Girls Care instructions: Machine Wash Package includes: 1 x Backpack, 1x Interface Cable,1 X USB Cable Size:29cm(L) x 16cm(W) x 46cm(H) / 11.4'' x 6.3'' x 18.1''.",₹,1999,,₹,1299,15,3.7,https://m.media-amazon.com/images/I/41c88DrEhhL._SX342_SY445_.jpg,"XForce Plaza Bangtan Boys KPOP Casual Backpack,USB and Audio Cable Interface Breakers Suitable for Students Laptop Backpack",https://www.amazon.in/dp/B0BKWRVQX2
B09ZV86P4S,Aristocrat,2 Main Compartments -Laptop Compatible -Side Fabric Pocket - Shouilder Strap Reinforcement,₹,1980,,₹,629,60,3.4,https://m.media-amazon.com/images/I/31-vOjgHipL._SX342_SY445_.jpg,Aristocrat Unisex Black Oxford Fabric 28.82L Laptop Bags One Size,https://www.amazon.in/dp/B09ZV86P4S
B0BJ763F7Y,Brand: Skybags,,₹,4100,,₹,1349,45,4.1,https://m.media-amazon.com/images/I/41VI9D65GVL._SX342_SY445_.jpg,Skybags Kick Unisex Adjustable Strap Polyester Laptop Backpack,https://www.amazon.in/dp/B0BJ763F7Y
B09MWGV9PR,Wooum,Wooum Sling Cross Body Travel Office Business Messenger one Side Shoulder Pouch Bag Money Bag for Men and Women,₹,1499,,₹,349,635,4.2,https://m.media-amazon.com/images/I/517thd2+FyL._SY395_SX395_.jpg,Wooum Sling Cross Body Travel Office Business Messenger One Side Shoulder Pouch Bag Money Bag for Men and Women,https://www.amazon.in/dp/B09MWGV9PR
B0C2D2XC4H,Tabelito,"Decent BACKPACK: The Tabelito Backpack / Daypack is made of HIGH QUALITY Anti Scratch Fabric with a sturdy zipper design, making it incredibly sturdy, tear-resistant, and capable of protecting your items from dust, rain, and filth. Even more robust and long-lasting are the strong buckle and zipper. LARGE CAPACITY & MULTI COMPARTMENTS & LIGHT WEIGHT: The backpack has three compartments. There is ample storage for clothes, books, a lunchbox, daily needs, and tech equipment accessories in the separate laptop compartment that fits a 15.6-inch laptop as well as a 15-inch, 14-inch, and 13-inch or Mac book. The middle compartment has enough capacity for a laptop charger, an iPad, a tablet, a smartphone, a document file, and other necessary accessories. There are two small elastic mesh side pockets for water bottles and a front compartment with zipper pockets for easy access items like a mask, wallet, metro card, and wallet. Make your goods more accessible and organised. HIGH QUALITY MATERIAL: The metal zippers on our backpack are made of high-quality, water-resistant Polyester fabric. Lightweight and strong build guarantee daily use that is safe and durable. Perfect for shopping, office work, business travel, weekend trips, and other outdoor activities. It is also the ideal backpack for teens, boys, girls, adults, and other genders.",₹,1249,,₹,399,79,4.3,https://m.media-amazon.com/images/I/41nllL2NR1L._SX342_SY445_.jpg,"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",https://www.amazon.in/dp/B0C2D2XC4H
B08RC39B71,Brand: The Deal,,₹,999,,₹,399,485,3.4,https://m.media-amazon.com/images/I/41CLbst4DuL._SX300_SY300_QL70_FMwebp_.jpg,"The Deal Men's 15.6 Inch Polyester Casual Laptop Backpack, Travel Computer Bag Water Resistant College Work School Bag (Blue)",https://www.amazon.in/dp/B08RC39B71
B078JVT384,COSMUS,"Designed to give ultimate comfort, this school bag from Cosmus is a Multipurpose Backpack Bag use it as school bag or regular casual backpack for daily use.  This school bag is designed with copious space and sturdy shoulder straps to help children accommodate all essentials while on the move. Key Features High on quality and durability Attractive design Spacious to accommodate all essentials Two main compartment, two front compartment Two side Mesh pockets Specifications Material PU coated Polyester Fabric. Dimensions: 13 x 18 x 8.5 [inches] (WxHxD); Weight: 755 gms Suggestive Age - 8 Years+",₹,2699,,₹,1375,2266,4.2,https://m.media-amazon.com/images/I/41iUg0-IvAL._SY445_SX342_.jpg,"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L",https://www.amazon.in/dp/B078JVT384
B07YFNXC3H,FATMUG,,₹,2999,,₹,1099,1373,4.2,https://m.media-amazon.com/images/I/41eCYfkuazL._SY300_SX300_.jpg,"FATMUG Polyester Foldable Duffle Travel Bag Luggage For Travel, Packing And Storage - Men And Women - (60 L, Black)",https://www.amazon.in/dp/B07YFNXC3H
B08F9QYRZB,BEAUTY GIRLS,,₹,1579,,₹,808,1135,4.4,https://m.media-amazon.com/images/I/41bGrN4YTvL._SX342_SY445_.jpg,Beauty Girls-1518 Polyester Floral printed Designer Stylish Waterproof School/Collage/Picknic Bag-Backpack For Girls & Women (32 Lit),https://www.amazon.in/dp/B08F9QYRZB
B09VLK27NF,Kore,"This lightweight gym bag will stylishly carry your workout clothes and other essentials from your home to gym sport,This is the perfect value bag intended use for athletic, gym, travel, camping, hiking, weekend and carry on or overnight as it is spacious as well as functional,With a perfect combination of style and durability, you just can't go wrong with this bag.",,,,₹,59,1885,2.6,https://m.media-amazon.com/images/I/31U0JgmqoIL._SX300_SY300_QL70_FMwebp_.jpg,Kore Regular Gym Bag,https://www.amazon.in/dp/B09VLK27NF
B09Y8FMDVB,ADISA,,₹,1799,,₹,499,192,4.1,https://m.media-amazon.com/images/I/41MNdJ9CDqL._SY300_SX300_.jpg,ADISA Backpack Office Bag College Travel Back Pack 32 Ltrs (Navy Blue),https://www.amazon.in/dp/B09Y8FMDVB
B09TDNZ88Z,SACCI MUCCI,,₹,2250,,₹,421,856,4.2,https://m.media-amazon.com/images/I/41+4clUUgEL._SX395_SY395_.jpg,"SACCI MUCCI Women's Rainbow Sling Bag, Handmade Bags for Females - 100% Vegan Leather and Coated Duck canvas Fabric, Lightweight and Durable",https://www.amazon.in/dp/B09TDNZ88Z
B0BLCPGB6B,Wooum,,₹,1499,,₹,388,20,4.5,https://m.media-amazon.com/images/I/41m3ep-RZLL._SX342_SY445_.jpg,"Wooum Sports Gym Bag,Travel Duffel Bag with Shoes Compartment for Men Women, 43x29x28 Cm Approx 35L, Lightweight - Grey",https://www.amazon.in/dp/B0BLCPGB6B
B016115VXW,Brand: F Gear,,₹,1675,,₹,637.97,3983,4.3,https://m.media-amazon.com/images/I/51q-GXj0sIL._SY445_SX342_.jpg,F Gear Burner P8 19 Ltrs White Casual Laptop Backpack,https://www.amazon.in/dp/B016115VXW
