asin,brand,description,listPrice/currency,listPrice/value,price,price/currency,price/value,reviewsCount,stars,thumbnailImage,title,url
B00Z0NMFKU,Brand: Fostelo,"Fostelo Bags are Crafted From Tough, 100% Semi PU-Grain, Which Takes Hits Well And Looks Even Better With Age. Fostelo Handbags Products Are Designed By Professionally Skilled Craftsmen, Because Of Which The Bags Have Best Finishing In Its Class. Brass/ Metal Fitting Buckles And Holders Are Internally Lined With Strong Beige Canvas To Make It Durable And Long Lasting. Every Stress Point On This Bag Is Double-Stitched And Riveted Or Reinforced With Hidden Nylon Strapping. Looks Great In The Courtroom, Boardroom, Or Worldwide Travel. Our Crossbody Bags Has Been Crafted For Casual, Party Wear And Official Use.",₹,2799,,₹,555,9098,3.9,https://m.media-amazon.com/images/I/41feL8n-rEL._SY395_SX395_.jpg,Fostelo Jane,https://www.amazon.in/dp/B00Z0NMFKU
B097KCLF5F,Gear,"Gear bags are designed for the quick commute as well for the long journey. These backpacks can be used as laptop bags, adventure bags and so on. Your favorite travel companion, the backpacks come with enough storage space to carry all your requirements.",₹,1799,,₹,615,458,3.7,https://m.media-amazon.com/images/I/415AKZ0WFQL._SX342_SY445_.jpg,Gear Bounce 27 Ltrs Water Resistant School Bag/Backpack/College Bag for Men/Women-Grey Orange,https://www.amazon.in/dp/B097KCLF5F
B0C555LQF4,Brand: NORTH ZONE,,₹,1299,,₹,299,22,4.1,https://m.media-amazon.com/images/I/41Leirp8N+L._SY395_SX395_.jpg,NORTH ZONE Northzone Sling Cross Body Travel Office Business Messenger One Side Shoulder Pouch Bag Money Bag for Men and Women,https://www.amazon.in/dp/B0C555LQF4
B09CMS3K2S,Half Moon,,₹,1799,,₹,599,68,3.7,https://m.media-amazon.com/images/I/41UQW3LzAUL._SX342_SY445_.jpg,Half Moon 30L Water Resistant 15.6 inch Laptop Bag/Backpack for Men | School Bag for Boys Girls | Office Bag pack for Men/Office Back Packed for Women with Padded Laptop Compartment,https://www.amazon.in/dp/B09CMS3K2S
B0BGX9W69N,Glowic,"GLOWIC presents an affordable range of chic, stylish and classy bags. Perfect Look: Designed for the modern woman, we use a variety of trendy and traditional prints that make you and your bag stand out in the crowd. Colourful: Classic colour combinations as well as mix and match of hip patterns make these bags ideal for any occasion. Occasion: be it work, college,travel, event or a party, there is a perfect bag for everything and everyone. Long Lasting: Comfortable and Spacious, light to hold and long lasting, our line of fashionable sling bags and totes are a must have in any wardrobe Available in beautiful prints, eye catching embroidery and brilliant colours, our bags complement your clothes and accentuate your accessories.Available in beautiful prints, eye catching embroidery and brilliant colours, our bags complement your clothes and accentuate your accessories.",₹,1499,,₹,899,218,3.6,https://m.media-amazon.com/images/I/31Fp-JOv6VL._SY395_SX395_.jpg,Glowic Unisex's Backpack for Men Women Boys Girls/Office School College Teens & Students (WBAG-64) (Black),https://www.amazon.in/dp/B0BGX9W69N
B08VS8JBNK,ASTRID,,₹,999,,₹,499,476,4.3,https://m.media-amazon.com/images/I/516LEtixPnL._SY395_SX395_.jpg,ASTRID Women's Sling Bag (Prismatic Brownish Textured),https://www.amazon.in/dp/B08VS8JBNK
B07P5X6NSN,Brand: FUR JADEN,A trendy addition to your accessory collection this season comes in the form of this Backpack,₹,3000,,₹,839,2311,4.2,https://m.media-amazon.com/images/I/412oic2S-lL._SY300_SX300_.jpg,FUR JADEN Vegan Leather 30L 15.6 Inch Laptop Backpack for Men Women for Office Professionals and College Students Brown,https://www.amazon.in/dp/B07P5X6NSN
B0C23BYDML,Half Moon,"A super-slim design, trendy looks and durable construction - this stylish 35 L backpack from Half Moon has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this medium backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring one front pocket and three main compartments, all with speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the Half Moon promise of quality.",₹,2599,,₹,699,14,3.3,https://m.media-amazon.com/images/I/41AHOlmqDXL._SX342_SY445_.jpg,Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,https://www.amazon.in/dp/B0C23BYDML
B0BQFVH29F,Half Moon,"Introducing the ultimate laptop backpack designed for maximum safety and comfort. Made with durable, water-resistant materials, this backpack keeps your laptop protected from the elements and accidental spills. The padded laptop compartment fits most laptops up to 17 inches, and is specially designed with shock-absorbing foam to keep your device secure and safe from bumps and drops. The backpack also features padded shoulder straps and a padded back panel for added comfort during long commutes or trips. The adjustable shoulder strap helps to distribute the weight evenly across your body, reducing strain on your shoulders and back. In addition to the laptop compartment, the backpack has plenty of room for all of your other essentials, including books, documents, and personal items. The organizer pockets and key clip keep your items organized and easily accessible. Whether you're commuting to work or hitting the trails, this laptop backpack is the perfect choice for keeping your device safe and secure, while also providing maximum comfort on the go. So, it is an ideal choice for people who are looking for a laptop backpack that is both safe and comfortable.",₹,1799,,₹,699,75,3.6,https://m.media-amazon.com/images/I/41rAwZ5eelL._SY445_SX342_.jpg,Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Sky Blue),https://www.amazon.in/dp/B0BQFVH29F
B09DBVBYN4,Dynotrek,"Dynotrek Samso Travel Laptop Backpack Size: 30 cm *13 cm *43 cm Weight:0.48 kg Product Advantages：Large capacity with many pockets Convenient USB port design Comfy and sturdy High quality material A perfect gift Made from quality nylon fabric with Two shoulder straps,offers LIGHT-WEIGHT carrying and of force reinforcement,perfects for business traveling, weekend getaways, shopping, professional office work and other outdoor activities. Also, a perfect college high school student backpack for boys,girls,teens,women and men.",₹,1889,,₹,649,1141,3.8,https://m.media-amazon.com/images/I/415h5OSatLL._SY445_SX342_.jpg,"Dynotrek 13 14 Upto 15.6"" Inch Laptop Casual Sack-pack Rucksack Travel Backpack With USB Charging Port For Men & Women Waterproof Backpack Suitable for Chromebook DT02SCB",https://www.amazon.in/dp/B09DBVBYN4
B07MMGBD1J,House of Quirk,,₹,999,,₹,479,1360,4.2,https://m.media-amazon.com/images/I/51T1Hf6CYCL._SY300_SX300_QL70_FMwebp_.jpg,"House of Quirk Electronics Accessories Organizer Bag, Universal Carry Travel Gadget Bag for Cables, Plug and More, Perfect Size Fits for Pad Phone Charger Hard Disk - Dark Blue",https://www.amazon.in/dp/B07MMGBD1J
B0C24P2HD9,Brand: CristaVista,,₹,999,,₹,479,17,4.5,https://m.media-amazon.com/images/I/41wPa4HZkYL._SY300_SX300_QL70_FMwebp_.jpg,"Large Capacity Folding Travel Bag, Travel Lightweight Waterproof Carry on Luggage Bags, Multifunctional Sports Shoulder Bag, Foldable Travel Duffel Bag (Blue)",https://www.amazon.in/dp/B0C24P2HD9
B097JJYXXT,Genie,"How do you describe a Perfect School Backpack? Spacious enough to carry all the books, yet Light Weight! Padded Laptop Sleeve to keep it secure and sound. Multiple Pockets to segregate all the items and keep it easily accessible. An Organizer to keep your each and every school supplies in an arranged manner. Side Pocket to keep the Water Bottle. Water Resistant exteriors to keep all your worries at bay and lastly, latest and trendy design to keep those ""Cute Bagpack"" compliment coming in! Yes. We have that Perfect Bag for you, in our Genie store. Bringing you a cute, stylish and trendy design, Genie Drama Queen School Bag.",₹,2915,,₹,1299,4,4,https://m.media-amazon.com/images/I/41HLbotPjpL._SX342_SY445_.jpg,"Genie Drama Queen Laptop Backpack for Women, 3 compartments, Stylish and Trendy College Bags for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose. 36 litres",https://www.amazon.in/dp/B097JJYXXT
B099PLT91X,WILD MODA,,₹,1999,,₹,849,3965,4.2,https://m.media-amazon.com/images/I/31yZnze4CBS._SY395_SX395_.jpg,"WILD MODA Women's Shoulder Bag, Set of 1",https://www.amazon.in/dp/B099PLT91X
B0BLK2RL23,Tabelito,,₹,1999,,₹,599,110,4.4,https://m.media-amazon.com/images/I/41eWHEvEdEL._SY445_SX342_.jpg,"Tabelito® DELTA Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Compatible with 15.6 inch Laptop) 30 L, (6 Month Warranty)",https://www.amazon.in/dp/B0BLK2RL23
B083N3DCTM,HEROZ,,₹,3500,,₹,1599,3848,4.2,https://m.media-amazon.com/images/I/41e+Q2sk6kL._SY300_SX300_.jpg,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- ALL) (Navy Blue),https://www.amazon.in/dp/B083N3DCTM
B08421BRQ2,POLESTAR,"RAIN COVER & PREMIUM FABRIC : POLESTAR RANKER”, Stylish and durable laptop backpack for school /college and travel. Easily accommodate 15.6 inch laptop. Size: 46 cm X 32 cm X 22 cm : 32 liters .We are providing a “ FREE RAIN COVER “ inside a bottom zipper pocket , which makes this An all-weather backpack . This “MAKE IN INDIA” Product features 2 large zippered compartments, 1 vertical long zip pocket at front, one laptop partition, 1 water bottle /umbrella pockets and Organizer Pockets inside. Suitable for casual usage, school / college / office n travel.",₹,1250,,₹,669,7746,4.1,https://m.media-amazon.com/images/I/41Xz7ly4MfL._SX342_SY445_.jpg,"POLESTAR Ranker 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty",https://www.amazon.in/dp/B08421BRQ2
B08G56N3HQ,HAMMONDS FLYCATCHER,,₹,10999,,₹,2622,4945,4.3,https://m.media-amazon.com/images/I/51aEPFjt6-L._SY300_SX300_.jpg,"HAMMONDS FLYCATCHER Genuine Leather Laptop Bag for Men - Office Bag, Sea Green - Fits Up to 14/15.6/16 Inch Laptop/MacBook - Laptop Messenger Bags/Leather Bag for Men with Adjustable Shoulder Strap",https://www.amazon.in/dp/B08G56N3HQ
B073JSGN6G,Skybags,"Skybags is a brand of sleek, stylish and youthful bags for those who are constantly on the move and are looking to make a style statement at all times.",₹,2230,,₹,849,9656,4.2,https://m.media-amazon.com/images/I/41WFvtyYuKL._SX300_SY300_.jpg,Skybags Cardiff Polyester 55 Cms Travel Duffle Bag (Red),https://www.amazon.in/dp/B073JSGN6G
B07PXTDBH4,Brand: DIVULGE,,₹,499,,₹,155,1127,4,https://m.media-amazon.com/images/I/31UoIutfVXS._SY300_SX300_.jpg,"DIVULGE Multi Utility Drawstring Bag (Black , 16 L)",https://www.amazon.in/dp/B07PXTDBH4
B071XJ6XV5,F Gear,,₹,2740,,₹,1149,246,4.4,https://m.media-amazon.com/images/I/41NCXXNxg2L._SY300_SX300_.jpg,F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black),https://www.amazon.in/dp/B071XJ6XV5
B07SRGGGNC,Genie,,₹,1999,,₹,799,1436,4.2,https://m.media-amazon.com/images/I/51oHb+eIdzL._SX342_SY445_.jpg,"Genie Miami Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College",https://www.amazon.in/dp/B07SRGGGNC
B08R7S55H4,,,₹,2499,,₹,699,853,4.2,https://m.media-amazon.com/images/I/31SVmPf0wGL._SY445_SX342_.jpg,"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",https://www.amazon.in/dp/B08R7S55H4
B08Y3L4PHK,Brand: Tabelito,,₹,1799,,₹,549,405,4.2,https://m.media-amazon.com/images/I/41rIxCw7nUL._SY445_SX342_.jpg,"TABELITO Casual Laptop Backpack 15.6-inch, 25 LTR Water Repellent",https://www.amazon.in/dp/B08Y3L4PHK
B084THQXCD,F Gear,The product will be an excellent pick for you. It ensures an easy maintenance.,₹,1745,,₹,799,710,4.2,https://m.media-amazon.com/images/I/41nNuc1i8HL._SX342_SY445_.jpg,F Gear Circadian Guc Black 27 Ltrs Casual Backpack (3330),https://www.amazon.in/dp/B084THQXCD
B097L2RSF1,Safari,Carry your gyml essentials effortlessly in style. Krypton is a lightweight and durable gym duffle bag with 25L of storage capacity. It is made out of premium polyester material to suit your gym requirements. The quick access front pocket makes your travel hassle free. Adjustable shoulder straps are provided along with dual handles for easy carriage of the bag. The color of the bag stands out in crowd and circular shape makes your gym bag look trendy.,₹,2300,,₹,499,38,3.8,https://m.media-amazon.com/images/I/41W896fiBVL._SX342_SY445_.jpg,Safari Polyester 24 Cms Travel Bag(KRYPTON17DFBLU_Blue),https://www.amazon.in/dp/B097L2RSF1
B0C3RNFHHV,SPENZ BAGS,"At Spenz Bags, we provide the highest quality backpacks with the most reasonable cost so every customer can find a backpack they actually love to carry. To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment.",₹,4499,,₹,999,100,4.6,https://m.media-amazon.com/images/I/411uP0ipDCL._SX342_SY445_.jpg,"SPENZ BAGS Travel Laptop Backpack for Women & Men|Carry On Bag, College & School Students Bookbag With Raincover",https://www.amazon.in/dp/B0C3RNFHHV
B07PKQ3WJZ,motherly,,₹,4849,,₹,1449,2538,4.5,https://m.media-amazon.com/images/I/41n1Y7IrJaL._SX300_SY300_QL70_FMwebp_.jpg,motherly Diaper Bags for Mom Travel Basic Edition (Navy Blue),https://www.amazon.in/dp/B07PKQ3WJZ
B079T66RBW,Storite,,₹,1199,,₹,549,2157,4.3,https://m.media-amazon.com/images/I/515MHWApSlL._SY300_SX300_.jpg,"Storite Pack of 2 Heavy Duty Canvas Grocery Shopping Bags with Reinforced Handles (40x20x33-cm, Green)",https://www.amazon.in/dp/B079T66RBW
B078J63VRY,F Gear,"Well if you are looking for a big bag which is also very Stylish, Durable, Waterproof with a Laptop in built sleeve then your search ends here. Yes you Got it Right!, This F Gear bag has three big compartments to boast of along with a huge horizontal pocket in the front and two bottle holders on both sides of the bag. It has an inbuilt Rain cover neatly tucked away in a concealed pocket along with Reflective Strips and Reflective Printing makes it a natural choice for rainy Season. Support at the base makes it suitable for rough/dirty terrains. Padded Shoulders and Back with Side Compression straps completes the picture. Comes with the F Gear promise for quality.",₹,2740,,₹,1299,1283,4.3,https://m.media-amazon.com/images/I/41U9u4f4uiL._SX342_SY445_.jpg,"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag",https://www.amazon.in/dp/B078J63VRY
B0BML8MB65,Tabelito,,₹,1999,,₹,599,178,4.7,https://m.media-amazon.com/images/I/41LB9ou-DTL._SX300_SY300_QL70_FMwebp_.jpg,Tabelito® Volt Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Bag Travel Bag Compatible with 15.6 inch Laptop 30L Bag for Men and Women - Blue,https://www.amazon.in/dp/B0BML8MB65
B07S13P8BW,Brand: American Tourister,,₹,2780,,₹,1699,1477,4,https://m.media-amazon.com/images/I/41mnppihT4L._SX342_SY445_.jpg,American Tourister Spin 49 cms Teal Laptop Backpack,https://www.amazon.in/dp/B07S13P8BW
B0895ZZHKK,ASUS,"ASUS BP1504 offers stylish, elegant protection for laptops with displays up to 15.6 inch. Elegant and lightweight Cross-dyed Woven Fabric making for a truly beautiful accessory to any NoteBook laptop.",₹,2499,,₹,819,1669,4.2,https://m.media-amazon.com/images/I/31y92ShHOZL._SX300_SY300_QL70_FMwebp_.jpg,Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),https://www.amazon.in/dp/B0895ZZHKK
B0B6FZ3YNV,ah arctic hunter,,₹,4999,,₹,2754,88,4.3,https://m.media-amazon.com/images/I/31T7EoTcPmL._SX342_SY445_.jpg,ah arctic hunter Golden Wolf Backpack 35L Expandable Travel Backpack for Men and Women Anti-theft Laptop Bag with Lock Water-resistant Convertible Backpack with USB Port(Black),https://www.amazon.in/dp/B0B6FZ3YNV
B08BV2S9K1,,,₹,1999,,₹,1149,74,4.1,https://m.media-amazon.com/images/I/41JcoKe12HL._SY445_SX342_.jpg,PUMA Laptop Backpack IND II Black-CASTLEROCK,https://www.amazon.in/dp/B08BV2S9K1
B07QD1M3R9,DZert,"DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.A small bag is ideal for small kids as they can be able to use this bag forSchool OutdoorsTravelling BagCarry BagPicnic BagChildren organize all your essentials for the trip or for any activity. Adjustable strap and enough space to carry things like,SnacksToysLunchboxFruitsSmall booksPencil boxStationery itemsAge Group Suitable for 2 to 5 Years KidsGift this soft, smooth bag/ backpack to your loved one..",₹,699,,₹,225,3142,3.7,https://m.media-amazon.com/images/I/51h0Z5zc+BL._SY445_SX342_.jpg,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),https://www.amazon.in/dp/B07QD1M3R9
B0BD4TTDHD,Brand: LL LEATHER LAND DESIGNER BAGS,"Leather Land Designer bags are one of the trendy bags manufactures in India. Belladona is a SUB Brand of Leather Land Designer bags, these products are designed with the latest model cuts, Standard Material, Runners and lining. By keeping in view the present fashion and at reasonable rate to match all age groups of people 1) This small sling is used best for items such as mobile, money, specs etc. best use for Daily purpose. 2) Runner is used of standard stain less steel. 3) This sling has adjustable strap belt with standard fine fabric quality lining. 4) The colors of this bag material are used to match the present fashion world as Elegant and stylish look. 5) This product consists of ‘1’ Main Zipper compartment,’1’ Inner zip pocket, and ‘1’ back wide zip pocket 6) Water Resistant. 7) This Sling is made of Standard Leather Texture Look Material, 8) and it is easily Washable with Wet White Cloth Dumped in some soap liquid material. 9) Length 10 Inches, Height 9 inches and Base 4 inches.",₹,999,,₹,299,1848,4,https://m.media-amazon.com/images/I/41WAqNnJOQL._SX395_SY395_.jpg,LL LEATHER LAND DESIGNER BAGS Women Sling Bag,https://www.amazon.in/dp/B0BD4TTDHD
B077VFZHLL,DZert,,₹,799,,₹,319,1897,3.6,https://m.media-amazon.com/images/I/51sguoUmdyL._SY300_SX300_.jpg,DZert School Bag Backpack 30 Liters for Boys/Girls Polyester Lightweight Bag (Pink),https://www.amazon.in/dp/B077VFZHLL
B09VTCNN75,Brand: FUR JADEN,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.",₹,2000,,₹,679,4640,4,https://m.media-amazon.com/images/I/41fpLnG4ECL._SX342_SY445_.jpg,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/dp/B09VTCNN75
B0BWF2BNBP,Brand: Puma,PUMA Big Cat Laptop Backpack,₹,2099,,₹,999,8,3.7,https://m.media-amazon.com/images/I/31KQOiphEYL._SX342_SY445_.jpg,"Puma Unisex-Adult Big Cat Backpack, Fizzy Apple (9018404)",https://www.amazon.in/dp/B0BWF2BNBP
B09BMG8R6Y,Brand: Veneer,"Veneer presenting new latest stylish design Polyurethane backpack bags. This bag is designed for modern fashion-conscious individuals who desire style along with functionality. This bag is crafted using unique PU fabric which is kind of an artificial leather to make it look elegant for both office and casual use. A perfect pick for daily use, this Polyester Trending Backpack can securely be used to carry mobile phone, cards, cosmetics, umbrella and other daily essential things in a safe, secure and arranged manner. This bag is also perfect for college purpose. Bag Compartments: This stylish backpack contain 1 large main zippered compartment that contain many items of daily uses, you can also use it anywhere for casual uses. This bag is simple yet quite attractive. The beautiful blue colour is eye-catchingly and can help you flaunt your distinguished nature. This bag may look small but it can offer adequate space where you can store your essentials. The easy-to-adjust shoulder straps enables extra comfort and convenience. As for its craftsmanship, it is well-crafted and comes with neat stitching. The bag is suitable for your daily wear, day trips, casual events and outings and you can carry it according to your requirement. Easy to clean dust with soft dry cloth.",₹,1599,,₹,998,909,4.2,https://m.media-amazon.com/images/I/31us+3Wy75L._SX342_SY445_.jpg,"Veneer Medium 20 L Laptop Backpack Men Womens Girls Fashion PU Leather Mini Casual Backpack Bags for School, College, Tuition, Office Bag",https://www.amazon.in/dp/B09BMG8R6Y
B08YF1XJXY,Genie,,₹,1999,,₹,719,1579,4.4,https://m.media-amazon.com/images/I/41QwlNjPGyL._SY300_SX300_.jpg,"Genie Flamenco Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College",https://www.amazon.in/dp/B08YF1XJXY
B07XSTR69N,Safari,"Vault backpack is the only true ant theft backpack in the market. With an anti theft construction which keeps your laptop close to you, It also has an actual fixed lock so your belongings are always Completely secure. To protect your credit and debit cards, there is a dedicated rid pocket for your wallet. It also comes with a USB port to charge your devices on the go. The main compartment has been thoughtfully designed with tiny pockets so you can keep all your stuff organized.",₹,3990,,₹,1197,870,4,https://m.media-amazon.com/images/I/41BkY7Yy0QS._SX342_SY445_.jpg,"Safari 48 Cms Black Formal/Office/Laptop Backpack With Anti-Theft, Lock, Usb And Rfid (Vault19Cbblk)",https://www.amazon.in/dp/B07XSTR69N
B012D4QWES,Brand: Wildcraft,The durable Peza workpack is designed for travel enthusiasts. It perfectly organizes your belongings and comes with a specially designed padded back system for enhanced carrying comfort. Laptop Compatible: Fits up to 15.4 laptop ; Quick-access side mesh pocket ; Ventex back system allows ventilation and better airflow.,₹,1999,,₹,1796,3319,4.3,https://m.media-amazon.com/images/I/41kQr8vEATL._SY445_SX342_.jpg,Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000),https://www.amazon.in/dp/B012D4QWES
B07F342RQD,Skybags,"VIP Industries Limited is a renowned brand specializing in the manufacturing of quality bags for a wide range of purposes. With a rich history and extensive expertise in the industry, VIP Industries has established itself as a trusted provider of bags for numerous renowned brands. From travel luggage to stylish backpacks, business cases to trendy handbags, VIP Industries offers a diverse portfolio of products that cater to the diverse needs and preferences of its customers.",₹,3675,,₹,1699,301,4.3,https://m.media-amazon.com/images/I/41-964yfGUL._SY300_SX300_.jpg,"Skybags Unisex Polyester Solid Pattern Hustle Df 55 (Orange, Small)",https://www.amazon.in/dp/B07F342RQD
B08Y5S6C2P,Brand: Tabelito,,₹,1799,,₹,549,677,4,https://m.media-amazon.com/images/I/41hWfueJauL._SX342_SY445_.jpg,"TABELITO Casual Laptop Backpack 15.6-inch, 25 LTR Water Repellent",https://www.amazon.in/dp/B08Y5S6C2P
B0851GV3F7,HAMMONDS FLYCATCHER,,₹,9999,,₹,3017,1010,4.4,https://m.media-amazon.com/images/I/51usO3vCASL._SX300_SY300_QL70_FMwebp_.jpg,HAMMONDS FLYCATCHER Laptop Bag for Men - Genuine Leather Office Bag with Multiple Compartments - Fits 14/15.6/16 Inch Laptop Bag - Messenger and Shoulder Bag for Travel - Water Resistant - Brushwood,https://www.amazon.in/dp/B0851GV3F7
B07FK2VSF4,Safari,Presenting Thorium Antiscratch – A combination of durability and design that is crafted to add Style and elegance to your every move! The interiors are designed to offer maximum packing space and the Fixed lock will ensure safety of all your belongings. So get ready to give travelling in style a new meaning,₹,7725,,₹,2299,5679,4.1,https://m.media-amazon.com/images/I/41bbv0TnKfL._SY445_SX342_.jpg,Safari Polycarbonate Soft 59 Cms Suitcase(Thorsharpanti554Wblk_Black),https://www.amazon.in/dp/B07FK2VSF4
B07BNS3KNX,DZert,"DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.A small bag is ideal for small kids as they can be able to use this bag forSchool OutdoorsTravelling BagCarry BagPicnic BagChildren organize all your essentials for the trip or for any activity. Adjustable strap and enough space to carry things like,SnacksToysLunchboxFruitsSmall booksPencil boxStationery itemsAge Group Suitable for 2 to 5 Years KidsGift this soft, smooth bag/ backpack to your loved one..",₹,699,,₹,249,1476,3.8,https://m.media-amazon.com/images/I/51+KoP809oL._SX342_SY445_.jpg,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),https://www.amazon.in/dp/B07BNS3KNX
B00VWM11HQ,Brand: Gear,,₹,1399,,₹,838,5644,4.2,https://m.media-amazon.com/images/I/51-ItD9jb3L._SY445_SX342_.jpg,Gear Triumph 26L Water Resistant School Bag//Backpack/College Bag for Men/Women - Navy Blue,https://www.amazon.in/dp/B00VWM11HQ
B0862V2GKH,Brand: MI,,₹,1999,,₹,949,1352,4.4,https://m.media-amazon.com/images/I/31g+gOMlq+L._SX342_SY445_.jpg,MI Business Casual 21L Water Resistant Laptop Backpack,https://www.amazon.in/dp/B0862V2GKH
B012D4QKHW,Brand: Wildcraft,"This triple compartment laptop backpack is fitted with a padded sleeve for a laptop screen upto 15.4"" along with an internal organiser. With quick access pockets designed for your essentials such as keys and other accessories, this backpack also has a side mesh for a water bottle. This backpack has a Ventex back system that allows ventilation. The well cushioned back enhances support and comfort, making this bag perfect for around 2 days of travel.",₹,1999,,₹,1549,667,4.3,https://m.media-amazon.com/images/I/31p+c2ga4LL._SY300_SX300_.jpg,Wildcraft 44 cms Polyester Black Laptop Bag (8903338054290),https://www.amazon.in/dp/B012D4QKHW
B09TNTPK6G,Dynotrek,"Dynotrek Samso Travel Laptop Backpack Size: 30 cm *13 cm *43 cm Weight:0.48 kg Product Advantages：Large capacity with many pockets Convenient USB port design Comfy and sturdy High quality material A perfect gift Made from quality nylon fabric with Two shoulder straps,offers LIGHT-WEIGHT carrying and of force reinforcement,perfects for business traveling, weekend getaways, shopping, professional office work and other outdoor activities. Also, a perfect college high school student backpack for boys,girls,teens,women and men.",₹,1889,,₹,999,1141,3.8,https://m.media-amazon.com/images/I/41CWJTrEcrL._SX342_SY445_.jpg,"Dynotrek 13 14 Upto 15.6"" Inch Laptop Casual Sack-pack Rucksack Travel Backpack With USB Charging Port For Men & Women Waterproof Backpack Suitable for Chromebook DT02SCB",https://www.amazon.in/dp/B09TNTPK6G
B07PH2RCPS,The Purple Tree,,₹,999,,₹,349,205,3.9,https://m.media-amazon.com/images/I/410vO1HqmTL._SX342_SY445_.jpg,The Purple Tree Women's Tote Bag (TBAG00274_Multicolored),https://www.amazon.in/dp/B07PH2RCPS
B07MXL9KYG,Brand: FUR JADEN,The compact design of this backpack helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease,₹,2000,,₹,499,10260,3.9,https://m.media-amazon.com/images/I/41DjgYRzECS._SY300_SX300_.jpg,"FUR JADEN 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port Unisex Backpack",https://www.amazon.in/dp/B07MXL9KYG
B07NJGW3WX,Nivia,,₹,799,,₹,523,105,3.8,https://m.media-amazon.com/images/I/31Wg-5Zq1hL._SX300_SY300_QL70_FMwebp_.jpg,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit (Navy Blue),https://www.amazon.in/dp/B07NJGW3WX
